,title,heading,Description,token
762,BAKED RUFFLES,Ruffles Baked Potato Crisps Original 6.25 Oz,"The predicted units for BAKED RUFFLES is 5.36962429440671 and actual unit is 0, The net gap is 5.36962429440671The average unit revenue for BAKED RUFFLES is 2.93The flavour code for BAKED RUFFLES is 34 with size XLThe flavour description is BK LB REG/ CHD CHS GLD TS and item description is Ruffles Baked Potato Crisps Original 6.25 Oz for BAKED RUFFLES",110
763,LAYS,Lay's Potato Chips Sweet Southern Heat Barbecue 7 3/4 Oz,"The predicted units for LAYS is 9.5925296477763 and actual unit is 48, The net gap is 0The average unit revenue for LAYS is 2.43The flavour code for LAYS is 546 with size XLThe flavour description is SWEET HEAT BBQ and item description is Lay's Potato Chips Sweet Southern Heat Barbecue 7 3/4 Oz for LAYS",84
764,DIPS,Tostitos Chunky Salsa Medium 24 Oz,"The predicted units for DIPS is 5.36601121576739 and actual unit is 12, The net gap is 0The average unit revenue for DIPS is 3.54The flavour code for DIPS is 53 with size 24 OZThe flavour description is KETTLE/CLS THN/MACADAMIA/ and item description is Tostitos Chunky Salsa Medium 24 Oz for DIPS",87
765,TOSTITOS,Tostitos Tortilla Chips Multigrain Scoops 10 Oz,"The predicted units for TOSTITOS is 5.28964032448125 and actual unit is 7, The net gap is 0The average unit revenue for TOSTITOS is 2.91The flavour code for TOSTITOS is 767 with size XXLThe flavour description is MULTGRAIN SCPS and item description is Tostitos Tortilla Chips Multigrain Scoops 10 Oz for TOSTITOS",90
766,CHESTER'S PUFFCORN,Chester's Puffcorn Puffed Corn Snacks Cheese Flavored 4.25 Oz,"The predicted units for CHESTER'S PUFFCORN is 5.2274107072891 and actual unit is 0, The net gap is 5.2274107072891The average unit revenue for CHESTER'S PUFFCORN is 1.72The flavour code for CHESTER'S PUFFCORN is 883 with size 2VALUE LINEThe flavour description is PUFF CHS and item description is Chester's Puffcorn Puffed Corn Snacks Cheese Flavored 4.25 Oz for CHESTER'S PUFFCORN",118
767,TOSTITOS,Tostitos Scoops Tortilla Chips 14.5 Oz,"The predicted units for TOSTITOS is 7.98158883927967 and actual unit is 2.5, The net gap is 5.48158883927967The average unit revenue for TOSTITOS is 4.53The flavour code for TOSTITOS is 97 with size PARTY SIZEThe flavour description is SCOOPS and item description is Tostitos Scoops Tortilla Chips 14.5 Oz for TOSTITOS",95
768,BAKED LAYS,Lay's Baked Potato Crisps Original 6 1/4 Oz,"The predicted units for BAKED LAYS is 11.4650608473314 and actual unit is 15.5, The net gap is 0The average unit revenue for BAKED LAYS is 2.85The flavour code for BAKED LAYS is 34 with size XLThe flavour description is BK LB REG/ CHD CHS GLD TS and item description is Lay's Baked Potato Crisps Original 6 1/4 Oz for BAKED LAYS",102
769,BAKED CRUNCH CHEETOS,Cheetos Baked Cheese Flavored Snacks Crunchy Cheese Flavored 7.625 Oz,"The predicted units for BAKED CRUNCH CHEETOS is 11.2613516271777 and actual unit is 8, The net gap is 3.26135162717771The average unit revenue for BAKED CRUNCH CHEETOS is 2.82The flavour code for BAKED CRUNCH CHEETOS is 26 with size XLThe flavour description is RED FAT and item description is Cheetos Baked Cheese Flavored Snacks Crunchy Cheese Flavored 7.625 Oz for BAKED CRUNCH CHEETOS",115
770,LAYS,Lay's Potato Chips Barbecue Flavored 7 3/4 Oz,"The predicted units for LAYS is 61.9499827842206 and actual unit is 143.5, The net gap is 0The average unit revenue for LAYS is 2.35The flavour code for LAYS is 9 with size XLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Lay's Potato Chips Barbecue Flavored 7 3/4 Oz for LAYS",89
771,LAYS,Lay's Potato Chips Limon Flavored 7 3/4 Oz,"The predicted units for LAYS is 49.4539351862875 and actual unit is 72, The net gap is 0The average unit revenue for LAYS is 3.23The flavour code for LAYS is 82 with size XLThe flavour description is LIMON/PNT BTR CHS/VAN CRM and item description is Lay's Potato Chips Limon Flavored 7 3/4 Oz for LAYS",90
772,LAYS,Lay's Potato Chips Flamin' Hot Dill Pickle Flavored 7 3/4 Oz,"The predicted units for LAYS is 5.32195829741296 and actual unit is 0, The net gap is 5.32195829741296The average unit revenue for LAYS is 3.22The flavour code for LAYS is 976 with size XLThe flavour description is FLAMIN HOT DILL PICKLE and item description is Lay's Potato Chips Flamin' Hot Dill Pickle Flavored 7 3/4 Oz for LAYS",100
773,DIPS,Tostitos Medium Dip Queso Blanco Naturally & Artificially Flavored 15 Oz,"The predicted units for DIPS is 7.1850889161188 and actual unit is 30, The net gap is 0The average unit revenue for DIPS is 3.56The flavour code for DIPS is 300 with size QUESO DIPThe flavour description is QUESO BLANCO and item description is Tostitos Medium Dip Queso Blanco Naturally & Artificially Flavored 15 Oz for DIPS",89
774,DIPS,Tostitos Dips Avocado Salsa 15 Oz,"The predicted units for DIPS is 6.89066081658343 and actual unit is 24, The net gap is 0The average unit revenue for DIPS is 3.5The flavour code for DIPS is 301 with size QUESO DIPThe flavour description is AVOC SALSA and item description is Tostitos Dips Avocado Salsa 15 Oz for DIPS",79
775,LAYS,Lay's Potato Chips Classic 13 Oz Party Size,"The predicted units for LAYS is 98.0109200465246 and actual unit is 137, The net gap is 0The average unit revenue for LAYS is 3.69The flavour code for LAYS is 11 with size PARTY SIZEThe flavour description is REG and item description is Lay's Potato Chips Classic 13 Oz Party Size for LAYS",75
776,LAYS,Lay's Potato Chips Salt & Vinegar Flavored 12 1/2 Oz,"The predicted units for LAYS is 6.87613327819273 and actual unit is 4, The net gap is 2.87613327819272The average unit revenue for LAYS is 3.69The flavour code for LAYS is 39 with size PARTY SIZEThe flavour description is SLT VINEGAR/JAL CHD/JAL C and item description is Lay's Potato Chips Salt & Vinegar Flavored 12 1/2 Oz for LAYS",103
777,SMARTFOOD POPCORN,Smartfood Popcorn White Cheddar 9 3/4 Oz,"The predicted units for SMARTFOOD POPCORN is 13.8964810426553 and actual unit is 45, The net gap is 0The average unit revenue for SMARTFOOD POPCORN is 3.92The flavour code for SMARTFOOD POPCORN is 31 with size PARTY SIZEThe flavour description is CHS/MED CONQUES and item description is Smartfood Popcorn White Cheddar 9 3/4 Oz for SMARTFOOD POPCORN",100
778,SINGLE SERVE FLEX,Doritos Tortilla Chips Spicy Nacho Flavored 2 3/4 Oz,"The predicted units for SINGLE SERVE FLEX is 8.71912957816528 and actual unit is 0, The net gap is 8.71912957816528The average unit revenue for SINGLE SERVE FLEX is 1.49The flavour code for SINGLE SERVE FLEX is 60 with size XXVLThe flavour description is SPICY NACHO and item description is Doritos Tortilla Chips Spicy Nacho Flavored 2 3/4 Oz for SINGLE SERVE FLEX",114
779,SINGLE SERVE FLEX,Cheetos Crunchy Cheese Flavored Snacks XXTRA Flamin' Hot Flavored 3 1/4 Oz,"The predicted units for SINGLE SERVE FLEX is 8.5295000327365 and actual unit is 0, The net gap is 8.5295000327365The average unit revenue for SINGLE SERVE FLEX is 1.48The flavour code for SINGLE SERVE FLEX is 41 with size XXVLThe flavour description is SCO/HOT/BTR TOFF/FIESTA C and item description is Cheetos Crunchy Cheese Flavored Snacks XXTRA Flamin' Hot Flavored 3 1/4 Oz for SINGLE SERVE FLEX",128
780,KETTLE,Lay's Kettle Cooked Potato Chips Original 8 Oz,"The predicted units for KETTLE is 6.10168064855528 and actual unit is 28, The net gap is 0The average unit revenue for KETTLE is 2.8The flavour code for KETTLE is 142 with size XLThe flavour description is KTLCOK REG and item description is Lay's Kettle Cooked Potato Chips Original 8 Oz for KETTLE",81
781,RUFFLES,Ruffles Potato Chips Flamin' Hot BBQ Flavored 8 Oz,"The predicted units for RUFFLES is 9.74989806345446 and actual unit is 60, The net gap is 0The average unit revenue for RUFFLES is 2.82The flavour code for RUFFLES is 278 with size XXLThe flavour description is OPEN TO USE and item description is Ruffles Potato Chips Flamin' Hot BBQ Flavored 8 Oz for RUFFLES",85
782,FRITOS,Fritos Corn Chips Lightly Salted 9.25 Oz,"The predicted units for FRITOS is 6.01000912281429 and actual unit is 25, The net gap is 0The average unit revenue for FRITOS is 2.85The flavour code for FRITOS is 715 with size XLThe flavour description is LIGHTLY SALTED and item description is Fritos Corn Chips Lightly Salted 9.25 Oz for FRITOS",84
783,SIMPLY,Doritos Simply Organic Tortilla Chips White Cheddar 7 1/2 Oz,"The predicted units for SIMPLY is 5.23360627932687 and actual unit is 7, The net gap is 0The average unit revenue for SIMPLY is 2.81The flavour code for SIMPLY is 577 with size XLThe flavour description is WH CHD SPECIALTY and item description is Doritos Simply Organic Tortilla Chips White Cheddar 7 1/2 Oz for SIMPLY",85
784,DORITOS,Racheritos Tortilla Chips 7.625 Oz,"The predicted units for DORITOS is 5.61855298108385 and actual unit is 4, The net gap is 1.61855298108385The average unit revenue for DORITOS is 2.37The flavour code for DORITOS is 144 with size HISPANIC XLThe flavour description is RANCHERITO and item description is Racheritos Tortilla Chips 7.625 Oz for DORITOS",93
785,LAYS,Lay's Potato Chips Wavy Ranch Flavored 7 1/2 Oz,"The predicted units for LAYS is 6.21269696398037 and actual unit is 0, The net gap is 6.21269696398037The average unit revenue for LAYS is 3.2The flavour code for LAYS is 33 with size XLThe flavour description is NAC/RAN WAV/BEF TRK/PNT S and item description is Lay's Potato Chips Wavy Ranch Flavored 7 1/2 Oz for LAYS",100
786,DIPS,Tostitos Salsa Con Queso Medium 23 Oz,"The predicted units for DIPS is 9.61020167671515 and actual unit is 54, The net gap is 0The average unit revenue for DIPS is 4.25The flavour code for DIPS is 31 with size 23 OZThe flavour description is CHS/MED CONQUES and item description is Tostitos Salsa Con Queso Medium 23 Oz for DIPS",81
787,SUNCHIPS,SunChips Flavored Whole Grain Snacks Harvest Cheddar 7 Oz,"The predicted units for SUNCHIPS is 12.9278589671688 and actual unit is 16, The net gap is 0The average unit revenue for SUNCHIPS is 2.84The flavour code for SUNCHIPS is 31 with size XLThe flavour description is CHS/MED CONQUES and item description is SunChips Flavored Whole Grain Snacks Harvest Cheddar 7 Oz for SUNCHIPS",84
788,BAKED LAYS,Lay's Baked Potato Crisps Original 6 1/4 Oz,"The predicted units for BAKED LAYS is 5.33524585774636 and actual unit is 8, The net gap is 0The average unit revenue for BAKED LAYS is 2.79The flavour code for BAKED LAYS is 34 with size XLThe flavour description is BK LB REG/ CHD CHS GLD TS and item description is Lay's Baked Potato Crisps Original 6 1/4 Oz for BAKED LAYS",100
789,BAKED CRUNCH CHEETOS,Cheetos Baked Cheese Flavored Snacks Flamin' Hot Flavored 7 5/8 Oz,"The predicted units for BAKED CRUNCH CHEETOS is 19.6143722379365 and actual unit is 54.5, The net gap is 0The average unit revenue for BAKED CRUNCH CHEETOS is 2.81The flavour code for BAKED CRUNCH CHEETOS is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Baked Cheese Flavored Snacks Flamin' Hot Flavored 7 5/8 Oz for BAKED CRUNCH CHEETOS",118
790,DIPS,Tostitos Medium Dip Queso Blanco Naturally & Artificially Flavored 15 Oz,"The predicted units for DIPS is 7.35245005306915 and actual unit is 54, The net gap is 0The average unit revenue for DIPS is 3.58The flavour code for DIPS is 300 with size QUESO DIPThe flavour description is QUESO BLANCO and item description is Tostitos Medium Dip Queso Blanco Naturally & Artificially Flavored 15 Oz for DIPS",89
791,LAYS,Lay's Wavy Potato Chips Original 13 Oz,"The predicted units for LAYS is 6.72798027835421 and actual unit is 4, The net gap is 2.72798027835421The average unit revenue for LAYS is 3.94The flavour code for LAYS is 14 with size PARTY SIZEThe flavour description is WVLB/SPYCHS and item description is Lay's Wavy Potato Chips Original 13 Oz for LAYS",90
792,LAYS,Lay's Potato Chips Limon Flavored 12 1/2 Oz,"The predicted units for LAYS is 5.49441958037161 and actual unit is 4, The net gap is 1.49441958037161The average unit revenue for LAYS is 4.09The flavour code for LAYS is 82 with size PARTY SIZEThe flavour description is LIMON/PNT BTR CHS/VAN CRM and item description is Lay's Potato Chips Limon Flavored 12 1/2 Oz for LAYS",100
793,LAYS,Lay's Potato Chips Salt & Vinegar Flavored 12 1/2 Oz,"The predicted units for LAYS is 6.87660717380401 and actual unit is 3.5, The net gap is 3.37660717380401The average unit revenue for LAYS is 3.67The flavour code for LAYS is 39 with size PARTY SIZEThe flavour description is SLT VINEGAR/JAL CHD/JAL C and item description is Lay's Potato Chips Salt & Vinegar Flavored 12 1/2 Oz for LAYS",104
794,SINGLE SERVE FLEX,Cheetos Puffs Cheese Flavored Snacks 3 Oz,"The predicted units for SINGLE SERVE FLEX is 6.27553479086428 and actual unit is 0, The net gap is 6.27553479086428The average unit revenue for SINGLE SERVE FLEX is 1.54The flavour code for SINGLE SERVE FLEX is 9 with size XXVLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Cheetos Puffs Cheese Flavored Snacks 3 Oz for SINGLE SERVE FLEX",117
795,SINGLE SERVE FLEX,Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Limon Flavored 3 1/4 Oz,"The predicted units for SINGLE SERVE FLEX is 11.3279329851497 and actual unit is 126, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.47The flavour code for SINGLE SERVE FLEX is 758 with size XXVLThe flavour description is HOT LIMON and item description is Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Limon Flavored 3 1/4 Oz for SINGLE SERVE FLEX",111
796,BAKED RUFFLES,Ruffles Baked Potato Crisps Flamin' Hot Flavored 6 .25 Oz,"The predicted units for BAKED RUFFLES is 5.33957199098949 and actual unit is 12, The net gap is 0The average unit revenue for BAKED RUFFLES is 2.88The flavour code for BAKED RUFFLES is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Ruffles Baked Potato Crisps Flamin' Hot Flavored 6 .25 Oz for BAKED RUFFLES",105
797,PUFF CHEETOS,Cheetos Paws Cheese Flavored Snacks 7 1/2 Oz,"The predicted units for PUFF CHEETOS is 7.11143798031517 and actual unit is 10, The net gap is 0The average unit revenue for PUFF CHEETOS is 3The flavour code for PUFF CHEETOS is 12 with size XLThe flavour description is PAW/KINGSIZE and item description is Cheetos Paws Cheese Flavored Snacks 7 1/2 Oz for PUFF CHEETOS",93
798,MUNCHOS,Munchos Potato Crisps 4.25 Oz,"The predicted units for MUNCHOS is 7.4581304599533 and actual unit is 15, The net gap is 0The average unit revenue for MUNCHOS is 1.61The flavour code for MUNCHOS is 11 with size 2VALUE LINEThe flavour description is REG and item description is Munchos Potato Crisps 4.25 Oz for MUNCHOS",76
799,DORITOS,Doritos 3D Crunch Corn Snacks Chili Cheese Nacho Flavored 6 Oz,"The predicted units for DORITOS is 5.22889204809757 and actual unit is 0, The net gap is 5.22889204809757The average unit revenue for DORITOS is 2.83The flavour code for DORITOS is 508 with size XXLThe flavour description is CHILLI CHEESE NACHO and item description is Doritos 3D Crunch Corn Snacks Chili Cheese Nacho Flavored 6 Oz for DORITOS",100
800,SANTITAS,Santitas Tortilla Chips 11 Oz,"The predicted units for SANTITAS is 5.40779546313286 and actual unit is 5, The net gap is 0.407795463132862The average unit revenue for SANTITAS is 1.73The flavour code for SANTITAS is 28 with size 11 OZThe flavour description is HONEY MUSTARD/ HONEY DIJO and item description is Santitas Tortilla Chips 11 Oz for SANTITAS",93
801,LAYS,Lay's Wavy Potato Chips Hickory BBQ 7 1/2 Oz,"The predicted units for LAYS is 8.34919367777051 and actual unit is 15, The net gap is 0The average unit revenue for LAYS is 3.2The flavour code for LAYS is 38 with size XLThe flavour description is WVBQ/BLD/SMK CHD BBQ and item description is Lay's Wavy Potato Chips Hickory BBQ 7 1/2 Oz for LAYS",89
802,MULTIPACK,Lay's Potato Chips Classic 1 Oz 50 Count,"The predicted units for MULTIPACK is 14.5090322526951 and actual unit is 53.5, The net gap is 0The average unit revenue for MULTIPACK is 16.13The flavour code for MULTIPACK is 865 with size CLUB SP (50 CT)The flavour description is REGLAY REGULAR LAY'S and item description is Lay's Potato Chips Classic 1 Oz 50 Count for MULTIPACK",94
803,MULTIPACK,Doritos Flavored Tortilla Chips Nacho Cheese 1 Oz 50 Count,"The predicted units for MULTIPACK is 11.307184533151 and actual unit is 51, The net gap is 0The average unit revenue for MULTIPACK is 16.03The flavour code for MULTIPACK is 33 with size CLUB SP (50 CT)The flavour description is NAC/RAN WAV/BEF TRK/PNT S and item description is Doritos Flavored Tortilla Chips Nacho Cheese 1 Oz 50 Count for MULTIPACK",103
804,DIPS,Tostitos Chunky Salsa Medium 15.5 Oz,"The predicted units for DIPS is 7.35527620973556 and actual unit is 12, The net gap is 0The average unit revenue for DIPS is 2.83The flavour code for DIPS is 53 with size SALSA DIPThe flavour description is KETTLE/CLS THN/MACADAMIA/ and item description is Tostitos Chunky Salsa Medium 15.5 Oz for DIPS",90
